Key_category,Key_subcategory,Key,Value,Description,Element
office,office,office,logistics,An office for a company offering logistics.,node / area
office,office,office,moving_company,An office which offers a relocation service.,node / area
office,office,office,newspaper,An office of a newspaper,node / area
office,office,office,ngo,"An office for a non-profit, non-governmental organisation (NGO).",node / area
office,office,office,notary,An office for a notary public (common law),node / area
office,office,office,politician,A politician's office.,node / area
office,office,office,political_party,An office of a political party,node / area
office,office,office,property_management,Office of a property rental company for residential apartments or commercial office space or any other property.,node / area
office,office,office,publisher,An office of a publisher.,node / area
office,office,office,quango,An office of a quasi-autonomous non-governmental organisation.,node / area
office,office,office,religion,An office of a community of faith.,node / area
office,office,office,research,An office for research and development,node / area
office,office,office,security,An office for private security guards,node / area
office,office,office,surveyor,"An office of a person doing technical surveys, such as land surveys or risk and damage evaluations of properties and equipment.",node / area
office,office,office,tax_advisor,An office for a financial expert specially trained in tax law,node / area
office,office,office,telecommunication,An office for a telecommunication company.,node / area
office,office,office,transport,An office of a freight forwarder or transport company.,node / area
office,office,office,travel_agent,An office of a travel agent.,node / area
office,office,office,tutoring,An office of tutor or tutoring centre.,node / area
office,office,office,union,"An office of a trade union, an association of workers forming a bargaining unit.",node / area
office,office,office,university,"An office providing services to university students or staff, or the office of a department / faculty in a university.",node / area
office,office,office,visa,An office of an organisation or business which offers visa assistance.,node / area
office,office,office,water_utility,The office for a water utility company or water board.,node / area
office,office,office,yes,Generic tag for unspecified office type.,node / area
administratively declared places,administratively declared places,place,country,A nation state or other high-level national political/administrative area.,node
administratively declared places,administratively declared places,place,state,A large sub-national political/administrative area.,node / area
administratively declared places,administratively declared places,place,region,Used both as a broad tag for geographic or historical areas with no clear boundary and for distinct administration areas (with specific boundaries) in some countries.,node / area / relation
administratively declared places,administratively declared places,place,province,A subdivision of a country similar to a state.,node
