Tag;Tag_depth;Depth_1;Depth_2;Depth_3;Description;Element
anime;3;shop;stationery, gifts, books, newspapers;anime;Shop focused on selling anime stuff.;
books;3;shop;stationery, gifts, books, newspapers;books;Shop focused on selling books (for a library that lends books, see amenity=library);
gift;3;shop;stationery, gifts, books, newspapers;gift;Shop focused on selling gifts, greeting cards, or tourist gifts (souvenirs);
lottery;3;shop;stationery, gifts, books, newspapers;lottery;A shop of which the main or only purpose is the sale of lottery tickets.;
newsagent;3;shop;stationery, gifts, books, newspapers;newsagent;Shop focused on selling newspapers, cigarettes, other goods;
stationery;3;shop;stationery, gifts, books, newspapers;stationery;Shop focused on selling office supplies;
ticket;3;shop;stationery, gifts, books, newspapers;ticket;Shop focused on selling tickets for concerts, events, public transport, …;
bookmaker;3;shop;others;bookmaker;A shop that takes bets on sporting and other events at agreed upon odds.;
cannabis;3;shop;others;cannabis;a shop primarily and legally selling non-medical cannabis products;
copyshop;3;shop;others;copyshop;Shop focused on selling photocopying and printing services.;
dry cleaning;3;shop;others;dry cleaning;Shop or kiosk offering a clothes dry cleaning service. The actual cleaning may be done elsewhere.;
e-cigarette;3;shop;others;e-cigarette;Shop focused on selling electronic cigarettes.;
funeral directors;3;shop;others;funeral directors;"Providing services related to funeral arrangements, may also be known as a ""funeral parlour"" or ""undertakers"".";
laundry;3;shop;others;laundry;A shop to get your normal clothes washed. Might be self service coin operated, with service staff for drop off, …;
money lender;3;shop;others;money lender;A money lender offers small personal loans at high rates of interest.;
outpost;3;shop;others;outpost;Shop primarily used to pick-up items ordered online.;
party;3;shop;others;party;A shop for party and festival supplies, like costumes, etc.;
pawnbroker;3;shop;others;pawnbroker;A pawnbroker (or pawnshop) is an individual or business that offers secured loans to people. See also shop=second_hand;
pest control;3;shop;others;pest control;Shop selling pest control goods to exterminate rats, insects etc.;
pet;3;shop;others;pet;A shop for pets, animals and toys or food for them.;
pet grooming;3;shop;others;pet grooming;A shop offering grooming services for pets (most frequently dogs);
pyrotechnics;3;shop;others;pyrotechnics;Store of pyrotechnics: fireworks, firecrackers, sparklers etc.;
religion;3;shop;others;religion;Shop focused on selling religious articles, church shop. See also religion=*;
rental;3;shop;others;rental;Shop that rents different kinds of vehicles or (sport) equipment;
storage rental;3;shop;others;storage rental;self storage;
tobacco;3;shop;others;tobacco;Shop focused on selling tobacco, cigarettes and their related accessories.;
toys;3;shop;others;toys;Shop focused on selling toys.;
travel agency;3;shop;others;travel agency;Shop focused on selling tickets for travelling. Also known as a tour operator.;
vacant;3;shop;others;vacant;An unused vacant shop. Can be used for an empty or abandoned retail space that seems to be available for lease or purchase where a retail store (or similar businesses) may be opened. No store is being operated in a vacant shop, and neither goods nor services are being offered. This tag can be used after a store was closed or for a newly built shop before any busisness was operated in the shop.;
weapons;3;shop;others;weapons;Shop focused on selling weapons like knives, guns etc.;
exchange;2;telecom;exchange;;A place to connect landlines subscribers to telecommunication service equipments;node / area
connection point;2;telecom;connection point;;Last point of telecom local loops allowing direct connections towards a few households and subscribers;node / area
distribution point;2;telecom;distribution point;;Equipment, often small boxes, allowing to directly connect up to 15 individuals or households to a single upstream local loop cable towards telecom exchanges;node
service device;2;telecom;service device;;Active equipment which deliver service to connected customers. It can be for instance a DSLAM, a telephone switch, or more recently an OLT for optical networks. It excludes amplifiers or repeaters installed along local loops or long distance lines.;node / area
data center;2;telecom;data center;;A building used to house computers and network equipment.;node / area
line;2;telecom;line;;A telecommunication line.;way
alpine hut;2;tourism;alpine hut;;A remote building located in the mountains intended to provide board and lodging.;node / area
apartment;2;tourism;apartment;;A furnished apartment or flat with cooking and bathroom facilities that can be rented for holiday vacations.;node / area
aquarium;2;tourism;aquarium;;A facility with living aquatic animals for public viewing.;node / area
artwork;2;tourism;artwork;;A public piece of art.;node / way / area
attraction;2;tourism;attraction;;An object of interest for a tourist, or a purpose-built tourist attraction;node / way / area
camp pitch;2;tourism;camp pitch;;A tent or caravan pitch location within a campsite or caravan site.;node / area
camp site;2;tourism;camp site;;An area where people can camp overnight using tents, camper vans, or caravans.;node / area
caravan site;2;tourism;caravan site;;A place where you can stay in a caravan overnight or for longer periods.;node / area
chalet;2;tourism;chalet;;A holiday cottage with self-contained cooking and bathroom facilities.;node / area
gallery;2;tourism;gallery;;An area or building that displays a variety of visual art exhibitions.;node / area
guest house;2;tourism;guest house;;Accommodation smaller than a hotel and typically owner-operated, such as bed&breakfasts etc.;node / area
hostel;2;tourism;hostel;;Cheap accommodation with shared bedrooms.;node / area
hotel;2;tourism;hotel;;Hotel – an establishment that provides paid lodging.;node / area
information;2;tourism;information;;Information for tourists and visitors, including information offices;node / area
motel;2;tourism;motel;;Short term accommodation, particularly for people travelling by car.;node / area
museum;2;tourism;museum;;A museum: an institution with exhibitions on scientific, historical, cultural topics;node / area
picnic site;2;tourism;picnic site;;A locality that is suitable for outdoors eating, with facilities to aid a picnic such as tables and benches.;node / area
theme park;2;tourism;theme park;;An amusement park where entertainment is provided by rides, games, concessions.;node / area
viewpoint;2;tourism;viewpoint;;A place worth visiting, often high, with a good view of surrounding countryside or notable buildings.;node / area
wilderness hut;2;tourism;wilderness hut;;A remote building, typically unserviced, providing temporary shelter and sleeping accommodation.;node / area
zoo;2;tourism;zoo;;A zoological garden, where animals are confined for viewing by the public.;node / area
river;2;water;river;;The water covered area of a river.;area
oxbow;2;water;oxbow;;An oxbow lake;area
canal;2;water;canal;;The area covered by the water of a canal;area
ditch;2;water;ditch;;The water covered area of a waterway=ditch - a simple artificial waterway serving as a barrier or for draining surrounding land.;area
lock;2;water;lock;;Water area of the lock chamber.;area
fish pass;2;water;fish pass;;Area of a fish pass for the fish to pass waterway dams or weirs. Should contain tag:waterway=fish_pass way inside.;area
lake;2;water;lake;;A natural or semi-natural body of relatively still fresh or salt water which is surrounded by land.;node / area
reservoir;2;water;reservoir;;An artificial lake which may be used to store water. Usually formed by a dam over a natural water course.;area
pond;2;water;pond;;A small body of standing water, man-made in most cases;node / area
basin;2;water;basin;;An area of land artificially graded to hold water.;node / area
lagoon;2;water;lagoon;;A body of shallow sea water or brackish water separated from the sea by a barrier.;area
stream pool;2;water;stream pool;;A stream pool: a small but relatively deep collection of fresh water, occurring along a narrow stream.;area
reflecting pool;2;water;reflecting pool;;A shallow pool of water, undisturbed by fountain jets, for a calm reflective surface, often found in gardens, squares or at memorial sites;area
moat;2;water;moat;;A deep, wide defensive ditch, normally filled with water, dug to surround a fortified habitation.;area
wastewater;2;water;wastewater;;A clarifier or settling basin of a wastewater treatment plant.;area
river;3;waterway;natural watercourses;river;The linear flow of a river, in flow direction.;way / relation
riverbank;3;waterway;natural watercourses;riverbank;Using this tag is discouraged, use tag:natural=water + tag:water=river instead.;
stream;3;waterway;natural watercourses;stream;A naturally-forming waterway that is too narrow to be classed as a river.;way / relation
tidal channel;3;waterway;natural watercourses;tidal channel;A natural intertidal waterway in mangroves, salt marshes, and tidal flats with water flow in the direction of the tide.;way
canal;3;waterway;man-made waterways;canal;An artificial open flow waterway used to carry useful water for transportation, waterpower, or irrigation.;way / relation
drain;3;waterway;man-made waterways;drain;An artificial free flow waterway used for carrying superfluous water, usually lined with concrete.;way / relation
ditch;3;waterway;man-made waterways;ditch;A small artificial drainage waterway, usually unlined.;way / relation
pressurised;3;waterway;man-made waterways;pressurised;An artificial waterway where water flows in a closed space without air;way
fairway;3;waterway;man-made waterways;fairway;A navigable route in a lake or sea, often marked by buoys or beacons.;way
dock;3;waterway;facilities;dock;An enclosed area for ships or boats within which the height of the water can be managed, or a dry dock.;node / area
boatyard;3;waterway;facilities;boatyard;A place for constructing, repairing and storing vessels out of the water.;node / area
dam;3;waterway;barriers on waterways;dam;A barrier built across a river or stream to block and regulate the flow of the river.;node / way / area
weir;3;waterway;barriers on waterways;weir;A barrier built across a river to control water speed and depth. Designed to let water flow over the top all the time or at least in specific conditions.;node / way / area
waterfall;3;waterway;barriers on waterways;waterfall;A place where water flows over a vertical drop or a series of drops in the course of a stream or river.;node
lock gate;3;waterway;barriers on waterways;lock gate;A gate of a lock;node / way
soakhole;3;waterway;other features on waterways;soakhole;The point at which a river or stream percolates into or through the soil;node
turning point;3;waterway;other features on waterways;turning point;A place to turn the driving direction for vessels, where the boats are longer than the river/canal is wide.;node
water point;3;waterway;other features on waterways;water point;A place to fill fresh water holding tanks of a boat.;node
fuel;3;waterway;other features on waterways;fuel;A place to get fuel for boats;node / area
